decimalLongitude,decimalLatitude,wc2.1_10m_bio_1,wc2.1_10m_bio_2,wc2.1_10m_bio_3,wc2.1_10m_bio_4,wc2.1_10m_bio_5,wc2.1_10m_bio_6,wc2.1_10m_bio_7,wc2.1_10m_bio_8,wc2.1_10m_bio_9,wc2.1_10m_bio_10,wc2.1_10m_bio_11,wc2.1_10m_bio_12,wc2.1_10m_bio_13,wc2.1_10m_bio_14,wc2.1_10m_bio_15,wc2.1_10m_bio_16,wc2.1_10m_bio_17,wc2.1_10m_bio_18,wc2.1_10m_bio_19,presence
63.678552055964246,31.470427993219346,20.093843460083008,17.3044376373291,40.11204528808594,989.119873046875,42.468502044677734,-0.671750009059906,43.14025115966797,10.162666320800781,32.10599899291992,32.10599899291992,7.696125030517578,82,21,0,103.11418914794922,57,0,0,49,0
68.14977559144609,32.82801822107285,10.423916816711426,15.456000328063965,33.999305725097656,1073.96875,32.32725143432617,-13.132499694824219,45.45975112915039,-3.8159165382385254,23.027374267578125,23.027374267578125,-3.8159165382385254,204,45,0,96.10833740234375,118,2,2,118,0
63.3559758188203,33.16867702524178,12.284208297729492,15.23133373260498,36.133880615234375,984.0914306640625,34.2552490234375,-7.897250175476074,42.15250015258789,-0.18079166114330292,24.26016616821289,24.26016616821289,-0.18079166114330292,204,52,0,110.47799682617188,135,0,0,135,0
72.2290492404718,27.430237104417756,26.643938064575195,14.975750923156738,42.49223327636719,694.2852783203125,42.0837516784668,6.840250015258789,35.243499755859375,32.91908264160156,22.35016632080078,34.00587463378906,16.939125061035156,214,73,1,131.0397491455078,160,6,106,10,0
60.134040558477864,28.37995831295848,22.892478942871094,15.147333145141602,42.28264236450195,805.012451171875,40.20524978637695,4.381249904632568,35.82400131225586,14.303125381469727,27.598459243774414,32.342376708984375,12.48912525177002,111,25,0,84.7586898803711,67,8,11,56,0
66.38332939846441,28.686699686339125,15.93735408782959,16.484251022338867,44.96491622924805,785.798583984375,33.72475051879883,-2.935499906539917,36.66025161743164,7.664666652679443,15.932125091552734,25.309417724609375,5.909458160400391,180,37,2,81.664154052734375,100,10,38,91,0
68.74493104126304,28.772678848123178,26.69394874572754,15.36677074432373,40.51777267456055,809.53839111328125,44.117000579833984,6.190999984741211,37.926002502441406,33.60770797729492,21.534833908081055,35.38383483886719,15.729666709899902,110,30,2,84.4916763305664,61,9,35,20,0
60.0266994216945,28.46772055560723,22.892478942871094,15.147333145141602,42.28264236450195,805.012451171875,40.20524978637695,4.381249904632568,35.82400131225586,14.303125381469727,27.598459243774414,32.342376708984375,12.48912525177002,111,25,0,84.7586898803711,67,8,11,56,0
69.88726804265752,33.07138584018685,16.940292358398438,12.798666954040527,36.30672836303711,830.5357666015625,33.47425079345703,-1.777250051498413,35.25149917602539,11.857791900634766,12.414458274841309,26.520082473754883,6.188541889190674,481,79,10,55.40311050415039,177,44,162,110,0
62.68438853905536,25.450018364936113,26.728801727294922,13.439812660217285,49.268882751464844,507.3616638183594,39.32775115966797,12.049249649047852,27.278501510620117,19.69358253479004,27.36229133605957,32.1897087097168,19.69358253479004,124,25,2,75.37261962890625,66,7,19,66,0
66.10348119959235,26.50012848386541,24.195405960083008,15.54018783569336,47.677696228027344,629.56768798828125,39.03525161743164,6.440999984741211,32.59425354003906,29.58629035949707,20.617624282836914,30.894542694091797,15.600666999816895,299,85,4,93.0195083618164,166,24,119,52,0
70.9757419328671,25.058289194013923,27.138103485107422,16.155834197998047,47.45469665527344,541.1121826171875,42.29425048828125,8.249500274658203,34.04475021362305,29.93987464904785,20.33275032043457,32.86316680908203,19.53329086303711,328,119,1,156.32135009765625,285,6,26,6,0
73.18899716483429,29.67029185523279,25.439395904541016,14.930749893188477,40.36374282836914,802.61865234375,42.24974822998047,5.259250164031982,36.99049758911133,32.13916778564453,20.444416046142578,34.105751037597656,14.6068754196167,209,73,2,119.13028717041016,143,10,95,22,0
69.58199630654417,35.958972924621776,8.665531158447266,11.493812561035156,32.604942321777344,868.61932373046875,26.803499221801758,-8.448249816894531,35.251747131347656,3.004333257675171,18.378000259399414,19.263582229614258,-2.3539998531341553,739,173,2,98.38011932373047,450,10,14,251,0
63.97295777639374,29.762853449909016,19.600749969482422,16.537792205810547,41.377838134765625,899.672119140625,39.709251403808594,-0.25850000977516174,39.967750549316406,10.297500610351563,29.359874725341797,30.402833938598633,8.193458557128906,79,21,0,92.98311614990234,50,3,3,48,0
61.529668777948245,27.512247246690094,21.616416931152344,15.458250045776367,42.924678802490234,798.25128173828125,38.854000091552734,2.8415000438690186,36.01250076293945,13.147500038146973,21.56362533569336,30.966541290283203,11.318541526794434,84,21,0,88.38835144042969,53,3,9,49,0
61.455405103741214,26.886948520783335,21.403240203857422,13.678604125976563,42.238773345947266,724.3814697265625,36.82225036621094,4.4382500648498535,32.38399887084961,13.531291961669922,21.608083724975586,29.807167053222656,12.019291877746582,121,28,0,81.92509460449219,70,5,18,67,0
65.18871228094213,34.29047736595385,2.4057188034057617,14.792770385742188,34.683494567871094,1020.9700317382813,23.74449920654297,-18.90625,42.65074920654297,-9.775500297546387,12.967207908630371,14.281916618347168,-11.17479133605957,286,52,0,80.7166976928711,149,2,4,134,0
