species,decimalLatitude,decimalLongitude,eventDate,country,stateProvince,basisOfRecord
Prosopis cineraria,26.956603,70.886438,2022-09-16T18:09:34,India,Rajasthan,HUMAN_OBSERVATION
Prosopis cineraria,23.879063,55.038181,2022-11-27T15:10:31,United Arab Emirates,Abu Dhabi,HUMAN_OBSERVATION
Prosopis cineraria,25.184622,55.252416,2022-12-29T11:31,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,23.461821,71.287421,2021-02-23T03:13,India,Gujarat,HUMAN_OBSERVATION
Prosopis cineraria,25.292101,55.739028,2021-02-05T13:42,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,25.205854,56.234327,2021-04-01T08:00,United Arab Emirates,Fujayrah,HUMAN_OBSERVATION
Prosopis cineraria,25.194441,56.215532,2021-04-05T09:27Z,United Arab Emirates,Fujayrah,HUMAN_OBSERVATION
Prosopis cineraria,22.7534,77.7397,2021-04-21,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,25.041516,56.318171,2021-05-18T08:52,United Arab Emirates,Fujayrah,HUMAN_OBSERVATION
Prosopis cineraria,25.994138,50.583005,2021-05-16T13:17:07Z,Bahrain,Southern,HUMAN_OBSERVATION
Prosopis cineraria,25.535353,55.598378,2021-05-28T14:33,United Arab Emirates,Umm Al Qaywayn,HUMAN_OBSERVATION
Prosopis cineraria,25.194727,56.215646,2021-05-25T07:28,United Arab Emirates,Fujayrah,HUMAN_OBSERVATION
Prosopis cineraria,18.96081,73.38211,2021-06-06,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,24.780083,71.64367,2021-07-04T11:39:55,India,Rajasthan,HUMAN_OBSERVATION
Prosopis cineraria,24.932847,55.362388,2021-10-23T16:45:59,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,25.735537,55.884353,2021-11-04T07:12:34,United Arab Emirates,Ras Al Khaymah,HUMAN_OBSERVATION
Prosopis cineraria,25.471,55.533,2021-11-15,United Arab Emirates,Sharjah,MATERIAL_SAMPLE
Prosopis cineraria,25.541,55.653,2021-11-15,United Arab Emirates,Umm al-Qaywayn,MATERIAL_SAMPLE
Prosopis cineraria,25.540854,55.652961,2021-11-15,United Arab Emirates,NA,PRESERVED_SPECIMEN
Prosopis cineraria,25.471021,55.533414,2021-11-15,United Arab Emirates,NA,PRESERVED_SPECIMEN
Prosopis cineraria,26.817257,76.70165,2021-12-26T12:22:39,India,Rajasthan,HUMAN_OBSERVATION
Prosopis cineraria,26.817257,76.70165,2021-12-26T12:23:50,India,Rajasthan,HUMAN_OBSERVATION
Prosopis cineraria,26.817257,76.70165,2021-12-26T12:23:50,India,Rajasthan,HUMAN_OBSERVATION
Prosopis cineraria,20.431537,55.90485,2021,Oman,NA,HUMAN_OBSERVATION
Prosopis cineraria,20.70364,56.30416,2021,Oman,NA,HUMAN_OBSERVATION
Prosopis cineraria,25.159175,55.255941,2020-01-24T09:05:35,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,25.437721,56.168707,2020-02-25T10:11,United Arab Emirates,Fujayrah,HUMAN_OBSERVATION
Prosopis cineraria,22.606243,58.158945,2020-02-19T09:04,Oman,Ash Sharqiyah North,HUMAN_OBSERVATION
Prosopis cineraria,25.417504,56.167002,2020-03-20T10:07,United Arab Emirates,Fujayrah,HUMAN_OBSERVATION
Prosopis cineraria,19.835202,75.291907,2020-03-14T16:14:41,India,Maharashtra,HUMAN_OBSERVATION
Prosopis cineraria,18.415873,73.916855,2020-07-01,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,25.02952,55.278296,2020-08-10T07:34,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,25.221017,55.279342,2020-09-18T12:34:36,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,25.031211,55.280306,2020-09-17T09:35,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,25.02952,55.278296,2020-10-19T08:52,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,25.02952,55.278296,2020-10-19T08:47,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,25.02952,55.278296,2020-11-03T10:22,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,24.546082,55.659863,2019-01-21,United Arab Emirates,Abu Dhabi,MATERIAL_SAMPLE
Prosopis cineraria,24.546081,55.659862,2019-01-21,United Arab Emirates,NA,PRESERVED_SPECIMEN
Prosopis cineraria,24.254303,54.610866,2019-02-14,United Arab Emirates,Abu Dhabi,HUMAN_OBSERVATION
Prosopis cineraria,24.876509,55.577471,2019-02-03T17:14,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,24.894382,55.614666,2019-02-03T14:27,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,25.288944,56.248949,2019-04-16T06:54,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,25.255256,55.661062,2019-04-25T09:40,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,25.289255,56.248777,2019-04-23T07:47,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,26.30401,73.023474,2019-04-11T07:26:36,India,Rajasthan,HUMAN_OBSERVATION
Prosopis cineraria,25.277049,55.695113,2019-05-07T09:00,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,10.487811,34.277343,2019-05-31T22:39:23,Sudan,Blue Nile,HUMAN_OBSERVATION
Prosopis cineraria,20.012954,75.586045,2019-06-14T13:20:01,India,Maharashtra,HUMAN_OBSERVATION
Prosopis cineraria,29.265392,47.840551,2019-08-09T08:23:19,Kuwait,Al Jahrah,HUMAN_OBSERVATION
Prosopis cineraria,14.739316,77.45625,2019-09-08T14:39,India,Andhra Pradesh,HUMAN_OBSERVATION
Prosopis cineraria,25.766384,55.930923,2019-11-04,United Arab Emirates,Ras al-Khaymah,MATERIAL_SAMPLE
Prosopis cineraria,25.766384,55.930925,2019-11-04,United Arab Emirates,NA,PRESERVED_SPECIMEN
Prosopis cineraria,27.811535,74.43454,2019-12-13T07:36,India,Rajasthan,HUMAN_OBSERVATION
Prosopis cineraria,27.809588,74.460123,2019-12-14T09:26,India,Rajasthan,HUMAN_OBSERVATION
Prosopis cineraria,11.209097,79.445076,2018-01-08,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,23.516715,58.665254,2018-02-15T23:19,Oman,Muscat,HUMAN_OBSERVATION
Prosopis cineraria,23.444363,58.214087,2018-02-21T20:31,Oman,Ad Dakhliyah,HUMAN_OBSERVATION
Prosopis cineraria,25.993231,50.583715,2018-05-29T00:36,Bahrain,Southern,HUMAN_OBSERVATION
Prosopis cineraria,25.186084,55.328243,2018-10-29T07:24Z,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,24.876652,55.577931,2018-10-21T08:39:24,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,13.657921,76.072451,2017-02-27T09:23,India,Karnataka,HUMAN_OBSERVATION
Prosopis cineraria,13.553348,76.011116,2017-02-27,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,25.170385,55.307478,2017-02-02T10:53Z,United Arab Emirates,Dubay,HUMAN_OBSERVATION
Prosopis cineraria,25.260852,55.665332,2017-03-08T09:24,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,27.562521,75.3004,2017-04-09,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,15.651597,74.953026,2017-04-15,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,26.06226,76.437653,2017-04-22,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,14.232145,77.617633,2017-09-07T15:53,India,Andhra Pradesh,HUMAN_OBSERVATION
Prosopis cineraria,26.856603,55.999823,2016-05-08T15:26,Iran (Islamic Republic of),Hormozgan,HUMAN_OBSERVATION
Prosopis cineraria,26.856467,55.999706,2016-05-08T15:28,Iran (Islamic Republic of),Hormozgan,HUMAN_OBSERVATION
Prosopis cineraria,26.860619,56.001356,2016-05-08T16:48,Iran (Islamic Republic of),Hormozgan,HUMAN_OBSERVATION
Prosopis cineraria,26.676708,55.447414,2016-05-08T11:02,Iran (Islamic Republic of),Hormozgan,HUMAN_OBSERVATION
Prosopis cineraria,19.909559,57.340586,2016-06-06T10:33,Oman,Al Wusta,HUMAN_OBSERVATION
Prosopis cineraria,25.214369,55.591974,2016-11-07T11:52:54,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,25.22,55.45,2015-02-18,United Arab Emirates,NA,MATERIAL_SAMPLE
Prosopis cineraria,25.012154,56.21084,2015-03-10T09:49:52,United Arab Emirates,Ras Al Khaymah,HUMAN_OBSERVATION
Prosopis cineraria,21.555,70.477,2015-03-25,India,Gujarat,MATERIAL_SAMPLE
Prosopis cineraria,14.232145,77.617633,2015-10-30T11:47,India,Andhra Pradesh,HUMAN_OBSERVATION
Prosopis cineraria,24.451478,54.368883,2014-04-18T16:55,United Arab Emirates,Abu Dhabi,HUMAN_OBSERVATION
Prosopis cineraria,11.09225,76.801941,2014-05-04,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,21.466,70.571,2014-09-21,India,Gujarat,MATERIAL_SAMPLE
Prosopis cineraria,25.382239,56.262643,2014-11-04T10:37,United Arab Emirates,Fujayrah,HUMAN_OBSERVATION
Prosopis cineraria,29,71.82,2013-04-01,Pakistan,NA,PRESERVED_SPECIMEN
Prosopis cineraria,29.18,71.85,2013-04-01,Pakistan,NA,PRESERVED_SPECIMEN
Prosopis cineraria,26.279531,72.749196,2013-09-18T08:44:15,India,Rajasthan,HUMAN_OBSERVATION
Prosopis cineraria,27.810068,74.460459,2013-10-19T20:42,India,Rajasthan,HUMAN_OBSERVATION
Prosopis cineraria,30.4,70.07,2012-02-16,Pakistan,Punjab,MATERIAL_SAMPLE
Prosopis cineraria,30.4,70.07,2012-02-16,Pakistan,Punjab,MATERIAL_SAMPLE
Prosopis cineraria,30.4,70.07,2012-02-16,Pakistan,Punjab,MATERIAL_SAMPLE
Prosopis cineraria,30.4,70.07,2012-02-16,Pakistan,Punjab,MATERIAL_SAMPLE
Prosopis cineraria,30.4,70.07,2012-02-16,Pakistan,Punjab,MATERIAL_SAMPLE
Prosopis cineraria,25.589967,51.386933,2012-02-13T00:00,Qatar,NA,PRESERVED_SPECIMEN
Prosopis cineraria,25.209557,55.646611,2012-10-02T18:19,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,26.870798,75.809639,2010-03-28,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,26.870798,75.809639,2009-04-05,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,26.870798,75.809639,2009-05-05,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,25.281944,55.696111,2009-05-11T00:00,United Arab Emirates,NA,PRESERVED_SPECIMEN
Prosopis cineraria,25.363333,55.538889,2009-06-17T00:00,United Arab Emirates,NA,PRESERVED_SPECIMEN
Prosopis cineraria,25.363333,55.538889,2009-06-17T00:00,United Arab Emirates,NA,PRESERVED_SPECIMEN
Prosopis cineraria,26.108875,73.080154,2007-02-20T00:00,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,26.108875,73.080154,2007-02-22T00:00,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,33.53872,72.51728,2005-11-13,Pakistan,Khyber Pakhtunkhwa,PRESERVED_SPECIMEN
Prosopis cineraria,25.1,55.2,2003-01,United Arab Emirates,Dubayy,PRESERVED_SPECIMEN
Prosopis cineraria,14.280333,47.557028,2002-03-08,Yemen,NA,PRESERVED_SPECIMEN
Prosopis cineraria,25.327713,55.951136,2001-12-06T10:03:16,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,25.86877,56.215044,1998-03-15T12:00,Oman,Musandam,HUMAN_OBSERVATION
Prosopis cineraria,24.955348,55.80256,1995-02-05T12:00,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,24.973667,55.77721,1995-02-02T12:00,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,25.016302,55.639169,1995-02-05T12:00,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,25.109506,55.867756,1995-02-02T12:00,United Arab Emirates,Sharjah,HUMAN_OBSERVATION
Prosopis cineraria,19.016667,57.816667,1993-11-11,Oman,NA,PRESERVED_SPECIMEN
Prosopis cineraria,23.566667,58.183333,1992-05-15,Oman,NA,PRESERVED_SPECIMEN
Prosopis cineraria,22.166667,59.166667,1991-07-22,Oman,Sharqiya,LIVING_SPECIMEN
Prosopis cineraria,22.166667,59.166667,1991-07-22,Oman,Sharqiya,LIVING_SPECIMEN
Prosopis cineraria,12.89657,44.97766,1989-01-04,Yemen,NA,PRESERVED_SPECIMEN
Prosopis cineraria,12.80561,45.03287,1989-01-02,Yemen,NA,PRESERVED_SPECIMEN
Prosopis cineraria,12.79813,45.03413,1989-01-02,Yemen,NA,PRESERVED_SPECIMEN
Prosopis cineraria,12.89657,44.97766,1989-01-04,Yemen,NA,PRESERVED_SPECIMEN
Prosopis cineraria,12.80561,45.03287,1989-01-02,Yemen,NA,PRESERVED_SPECIMEN
Prosopis cineraria,40.439124,-79.947622,1989-08-15,United States of America,Pennsylvania,PRESERVED_SPECIMEN
Prosopis cineraria,22.272644,73.187785,1988-10-20,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,27.156004,77.530861,1987-02-02,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,27.156004,77.530861,1987-02-02,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,23.666667,57.833333,1987-06-19,Oman,NA,LIVING_SPECIMEN
Prosopis cineraria,25.666667,56.333333,1987-07-07,Oman,NA,LIVING_SPECIMEN
Prosopis cineraria,21.633333,59.3,1986-01-16T00:00,Oman,NA,PRESERVED_SPECIMEN
Prosopis cineraria,21.8,59.283333,1986-01-18T00:00,Oman,NA,PRESERVED_SPECIMEN
Prosopis cineraria,22.916667,59.316667,1986-01-18T00:00,Oman,NA,PRESERVED_SPECIMEN
Prosopis cineraria,22.491667,58.766667,1986-02-11T00:00,Oman,NA,PRESERVED_SPECIMEN
Prosopis cineraria,22.491667,58.766667,1986-02-11T00:00,Oman,NA,PRESERVED_SPECIMEN
Prosopis cineraria,22.308976,73.188035,1986-10-01,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,25.85,56.25,1985-04-26,Oman,Musandam,PRESERVED_SPECIMEN
Prosopis cineraria,16.933333,55.533333,1984-09-28,Oman,Dhofar,PRESERVED_SPECIMEN
Prosopis cineraria,27.162518,77.524298,1984-10,India,Rajasthan,PRESERVED_SPECIMEN
Prosopis cineraria,21.178418,72.658786,1978-03-12,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,22.266911,73.149154,1978-03-13,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,23.116672,70.028102,1978-03-06,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,25.116667,70.25,1977-02,Pakistan,Sindh,PRESERVED_SPECIMEN
Prosopis cineraria,25.116667,70.25,1977-02,Pakistan,Sindh,PRESERVED_SPECIMEN
Prosopis cineraria,21.21888,72.796076,1977-08-07,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,33.488792,73.038885,1976-05,Pakistan,Punjab,PRESERVED_SPECIMEN
Prosopis cineraria,33.488792,73.038885,1976-05,Pakistan,Punjab,PRESERVED_SPECIMEN
Prosopis cineraria,33.488792,73.038885,1976-05,Pakistan,Punjab,PRESERVED_SPECIMEN
Prosopis cineraria,33.488792,73.038885,1976-05,Pakistan,Punjab,PRESERVED_SPECIMEN
Prosopis cineraria,28.1,57.433333,1975-05-06,Iran (Islamic Republic of),Kerman,PRESERVED_SPECIMEN
Prosopis cineraria,28.1,57.433333,1975-05-05T00:00,Iran (Islamic Republic of),NA,PRESERVED_SPECIMEN
Prosopis cineraria,21.452749,72.994537,1974-02-13,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,24.069116,73.060106,1970-03-18,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,26.115455,80.51884,1970-03-18,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,26.115455,80.51884,1970-03-18,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,29.476244,-98.559082,1970-09-04,United States of America,Texas,PRESERVED_SPECIMEN
Prosopis cineraria,15.536179,78.431298,1969-02-11,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,15.536179,78.431298,1969-02-11,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,24.069116,73.060106,1969-10-31,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,22.307159,73.181219,1957-09-21,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,27.364386,76.412273,NA,India,Rajasthan,PRESERVED_SPECIMEN
Prosopis cineraria,22.883478,79.616202,NA,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,22.883478,79.616202,NA,India,NA,PRESERVED_SPECIMEN
Prosopis cineraria,11,77,NA,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,10.5,79.5,NA,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,23.5863,81.173004,NA,India,NA,MATERIAL_SAMPLE
Prosopis cineraria,17.50263,78.38629,NA,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,26.63044,75.01944,NA,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,17.50263,78.38629,NA,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,17.50263,78.38629,NA,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,18.515298,73.847797,1999/2000,India,Maharashtra,HUMAN_OBSERVATION
Prosopis cineraria,23.583333,58.5,NA,Oman,NA,PRESERVED_SPECIMEN
Prosopis cineraria,20.353,74.232,2020-06-01/2022-01-31,India,Maharashtra,PRESERVED_SPECIMEN
Prosopis cineraria,17.50274,78.38659,NA,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,18.27819,74.3177,NA,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,17.50235,78.39071,NA,India,NA,HUMAN_OBSERVATION
Prosopis cineraria,17.50277,78.38661,NA,India,NA,HUMAN_OBSERVATION
