species,decimalLatitude,decimalLongitude,eventDate,country,stateProvince,basisOfRecord,wc2.1_10m_bio_1,wc2.1_10m_bio_2,wc2.1_10m_bio_3,wc2.1_10m_bio_4,wc2.1_10m_bio_5,wc2.1_10m_bio_6,wc2.1_10m_bio_7,wc2.1_10m_bio_8,wc2.1_10m_bio_9,wc2.1_10m_bio_10,wc2.1_10m_bio_11,wc2.1_10m_bio_12,wc2.1_10m_bio_13,wc2.1_10m_bio_14,wc2.1_10m_bio_15,wc2.1_10m_bio_16,wc2.1_10m_bio_17,wc2.1_10m_bio_18,wc2.1_10m_bio_19,presence
Prosopis cineraria,25.112895,55.279608,2026-05-23T17:35,United Arab Emirates,Dubay,HUMAN_OBSERVATION,27.60400390625,12.717489242553711,45.18278884887695,602.88421630859375,41.33896255493164,13.192207336425781,28.14675521850586,20.58627700805664,34.521949768066406,34.521949768066406,19.872814178466797,105,34,0,113.12736511230469,71,3,3,59,1
Prosopis cineraria,25.222937,55.445178,2026-05-28T07:10:34,United Arab Emirates,Dubay,HUMAN_OBSERVATION,27.32109260559082,12.483570098876953,44.91035461425781,597.59783935546875,40.90594482421875,13.109302520751953,27.796642303466797,20.387123107910156,34.21623611450195,34.21623611450195,19.676313400268555,114,37,0,114.9690933227539,78,3,3,66,1
Prosopis cineraria,24.949455,56.321253,2026-05-23T19:34:50,United Arab Emirates,Fujayrah,HUMAN_OBSERVATION,27.336156845092773,11.191062927246094,42.761722564697266,561.47686767578125,39.91299819946289,13.742250442504883,26.170747756958008,20.73550033569336,28.19908332824707,33.49537658691406,20.014957427978516,155,40,2,90.44962310791016,91,10,19,75,1
Prosopis cineraria,24.914581,72.382416,2026-06-11T10:16:59,India,Rajasthan,HUMAN_OBSERVATION,26.651365280151367,13.758188247680664,44.98491668701172,496.8881530761719,40.98725128173828,10.403249740600586,30.584001541137695,28.546125411987305,26.137083053588867,32.44483184814453,19.859209060668945,468,190,1,161.66041564941406,411,3,38,5,1
Prosopis cineraria,28.034336,73.234853,2026-06-24T19:17,India,Rajasthan,HUMAN_OBSERVATION,26.589031219482422,15.174020767211914,42.363346099853516,738.31005859375,42.1254997253418,6.3067498207092285,35.818748474121094,33.62041473388672,21.909500122070313,34.43899917602539,16.414457321166992,295,103,2,122.5853042602539,206,10,157,16,1
Prosopis cineraria,28.02172,73.409317,2026-06-24T07:55,India,Rajasthan,HUMAN_OBSERVATION,26.474260330200195,15.199104309082031,42.407325744628906,738.4886474609375,42.03675079345703,6.196000099182129,35.84075164794922,32.06404113769531,21.766876220703125,34.34379196166992,16.304208755493164,295,101,2,125.4302749633789,212,10,150,15,1
Prosopis cineraria,28.021964,73.409561,2026-06-24T07:47,India,Rajasthan,HUMAN_OBSERVATION,26.474260330200195,15.199104309082031,42.407325744628906,738.4886474609375,42.03675079345703,6.196000099182129,35.84075164794922,32.06404113769531,21.766876220703125,34.34379196166992,16.304208755493164,295,101,2,125.4302749633789,212,10,150,15,1
Prosopis cineraria,26.244057,73.346383,2026-07-01T10:23:30,India,Rajasthan,HUMAN_OBSERVATION,26.75177001953125,14.432249069213867,43.62107467651367,599.48162841796875,41.70499801635742,8.619500160217285,33.08549880981445,29.979042053222656,19.428083419799805,33.26641845703125,18.448957443237305,399,138,2,148.65313720703125,330,8,183,8,1
Prosopis cineraria,25.175404,75.831113,2026-08-02T09:50:53,India,Rajasthan,HUMAN_OBSERVATION,26.59722900390625,12.756332397460938,38.92240905761719,609.80816650390625,42.78324890136719,10.009500503540039,32.77375030517578,28.98583221435547,25.61195945739746,33.827667236328125,18.369874954223633,742,263,3,156.66468811035156,636,10,72,13,1
Prosopis cineraria,25.020846,55.259073,2025-01-01T15:59:12,United Arab Emirates,Dubay,HUMAN_OBSERVATION,27.60400390625,12.717489242553711,45.18278884887695,602.88421630859375,41.33896255493164,13.192207336425781,28.14675521850586,20.58627700805664,34.521949768066406,34.521949768066406,19.872814178466797,105,34,0,113.12736511230469,71,3,3,59,1
